State,Pollster,Grade,Sample,Date,weight,Biden,Bloomberg,Booker,Buttigieg,Klobuchar,Sanders,Steyer,Warren,Yang,link
US,Claster Consulting,-,752  lv,2019-08-29 00:00:00,1.2,22,0,3,3,2,19,0,14,2,https://greenbankus.com/wp-content/uploads/2019/08/Coalition-for-Green-Capital-Aug-2019.pdf
Wisconsin,Marquette University Law School,A/B,444  rv,2019-08-29 00:00:00,0.0,28,0,1,6,1,20,1,17,2,https://law.marquette.edu/poll/wp-content/uploads/2019/09/MLSP53Toplines.pdf
US,Harris Insights & Analytics,C+,809  lv,2019-08-29 00:00:00,0.0,37,0,3,4,1,13,1,13,1,https://docs.google.com/spreadsheets/d/e/2PACX-1vQWliNXpilOeF0xnS2w_1VkaAZpzdwPYCJSZEE3Q6nDkSeUXh84rc6VFvhspORc513LO1fO0OoFeFtt/pubhtml/sheet?headers=false&gid=0
US,Harris Insights & Analytics,C+,1330  rv,2019-08-29 00:00:00,0.0,32,0,3,3,1,14,1,11,2,https://docs.google.com/spreadsheets/d/e/2PACX-1vQWliNXpilOeF0xnS2w_1VkaAZpzdwPYCJSZEE3Q6nDkSeUXh84rc6VFvhspORc513LO1fO0OoFeFtt/pubhtml/sheet?headers=false&gid=0
US,Harris Insights & Analytics,C+,985  rv,2019-08-28 00:00:00,0.0,32,0,3,4,1,16,1,13,2,https://harvardharrispoll.com/wp-content/uploads/2019/09/HHP_August2019_Topline_RegisteredVoters.pdf
US,Harris Insights & Analytics,C+,813  lv,2019-08-28 00:00:00,0.0,38,0,3,4,1,13,1,13,2,https://docs.google.com/spreadsheets/d/e/2PACX-1vSy9RLHZyJNAYZ7I0UwLL3FISQC331l1Pymbft_joVC6ojj_ZIRvR81QUl0mCk5vbHeXAGQHTNxm1bt/pubhtml/sheet?headers=false&gid=0
US,Harris Insights & Analytics,C+,1331  rv,2019-08-28 00:00:00,0.0,33,0,3,4,1,14,1,11,2,https://docs.google.com/spreadsheets/d/e/2PACX-1vSy9RLHZyJNAYZ7I0UwLL3FISQC331l1Pymbft_joVC6ojj_ZIRvR81QUl0mCk5vbHeXAGQHTNxm1bt/pubhtml/sheet?headers=false&gid=0
US,YouGov,B-,570  lv,2019-08-27 00:00:00,0.0,24,0,1,5,1,14,1,20,2,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/b17i8aeg5p/econTabReport.pdf
US,Harris Insights & Analytics,C+,775  lv,2019-08-27 00:00:00,0.0,37,0,3,4,1,13,2,13,2,https://docs.google.com/spreadsheets/d/e/2PACX-1vTS1IwxqkfvLgjNxeWUFLzw2Snm0B9frZlSyxVOEB0kHjKwQ-x_ll828rL4KpGvbKGE_bAd7Ezp9gLU/pubhtml/sheet?headers=false&gid=0
US,Harris Insights & Analytics,C+,1318  rv,2019-08-27 00:00:00,0.0,32,0,3,4,1,15,2,10,2,https://docs.google.com/spreadsheets/d/e/2PACX-1vTS1IwxqkfvLgjNxeWUFLzw2Snm0B9frZlSyxVOEB0kHjKwQ-x_ll828rL4KpGvbKGE_bAd7Ezp9gLU/pubhtml/sheet?headers=false&gid=0
US,Change Research,C,874  lv,2019-08-26 00:00:00,0.0,19,0,3,9,1,22,1,29,2,https://www.changeresearch.com/national-poll-aug-23-26-2019
US,Quinnipiac University,A,648  rv,2019-08-26 00:00:00,0.0,32,0,1,5,1,15,0,19,3,https://poll.qu.edu/national/release-detail?ReleaseID=3638
US,Emerson College,B-,627  lv,2019-08-26 00:00:00,0.0,31,0,3,3,1,24,0,15,4,http://emersonpolling.com/2019/08/27/august-national-poll-sanders-closing-gap-with-biden-mayor-pete-fades/
US,Harris Insights & Analytics,C+,786  lv,2019-08-26 00:00:00,0.0,36,0,3,5,1,14,1,14,2,https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0
US,Harris Insights & Analytics,C+,1341  rv,2019-08-26 00:00:00,0.0,31,0,3,4,1,16,1,10,3,https://docs.google.com/spreadsheets/d/e/2PACX-1vRKBhXsb7jnqSaKL_TKS4IfD5EtIIsd9uYzm0w-6mrRX6A61Oa-aNyFIWN_vW6e9ZbaxKQjOF_LJAb_/pubhtml/sheet?headers=false&gid=0
Texas,Climate Nexus,-,639  lv,2019-08-25 00:00:00,1.1,24,0,2,3,0,12,1,12,1,https://climatenexus.org/wp-content/uploads/Texas-Poll-Toplines-and-Crosstabs-PR1921.pdf
Texas,Texas Lyceum,-,358  lv,2019-08-25 00:00:00,0.1,24,0,2,3,3,13,0,15,2,https://www.texaslyceum.org/assets/docs/Poll/2019/2019_Texas%20Lyceum_TOPLINES.pdf
US,Suffolk University,A-,424  lv,2019-08-25 00:00:00,0.1,32,0,2,6,0,12,0,14,3,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2019/8_28_2019_marginals_pdftxt.pdf
US,Morning Consult,B+,17303  lv,2019-08-25 00:00:00,0.0,33,0,3,5,1,20,1,15,2,https://morningconsult.com/2020-democratic-primary/
US,Harris Insights & Analytics,C+,1350  rv,2019-08-25 00:00:00,0.0,29,0,2,3,1,16,1,12,2,https://scottrasmussen.com/3-day-dems-voting-for-trends/
US,Harris Insights & Analytics,C+,465  rv,2019-08-24 00:00:00,0.0,30,0,2,4,1,17,1,14,2,https://thehill.com/hilltv/what-americas-thinking/459016-warren-gains-on-sanders-biden-in-new-national-poll
US,Harris Insights & Analytics,C+,1350  rv,2019-08-24 00:00:00,0.0,30,0,2,3,1,16,1,13,2,https://scottrasmussen.com/3-day-dems-voting-for-trends/
US,Harris Insights & Analytics,C+,3132  rv,2019-08-23 00:00:00,0.0,28,0,2,3,1,17,1,10,2,https://docs.google.com/spreadsheets/d/e/2PACX-1vQSHcoPBuiYJPo9W_dHGVfBwV2XTs29fwcPR6bUJahrJDxJJPmg2j-5OdfhArvF0tOVVXbg0KofI109/pubhtml/sheet?headers=false&gid=0
US,Harris Insights & Analytics,C+,1343  rv,2019-08-23 00:00:00,0.0,28,0,2,3,1,18,1,12,2,https://docs.google.com/spreadsheets/d/e/2PACX-1vSZuhVfm_X97CenPHh5gQRvpmWQk2hpxtRp7IAJHETr0YANOnvDV6qyWza756mHLzvbbYnpaqHYYQ2s/pubhtml/sheet?headers=false&gid=0
US,Harris Insights & Analytics,C+,1356  rv,2019-08-22 00:00:00,0.0,28,0,2,4,1,17,1,10,2,https://docs.google.com/spreadsheets/d/e/2PACX-1vRiX5eb9kxU8IyEXISuk9Tf7GXe-W8NvRDBWgjABUdT8iWJRIbptnm1Xa1h65pTPuzVCIeABgJn4pEJ/pubhtml/sheet?headers=false&gid=0
US,Echelon Insights,-,479  rv,2019-08-21 00:00:00,0.0,30,0,4,3,0,19,0,11,1,http://echeloninsights.com/wp-content/uploads/Omnibus-August-2019_Dem-Primary.pdf
US,Echelon Insights,-,479  rv,2019-08-21 00:00:00,0.0,55,0,0,0,0,0,0,0,0,http://echeloninsights.com/wp-content/uploads/Omnibus-August-2019_Dem-Primary.pdf
US,Echelon Insights,-,479  rv,2019-08-21 00:00:00,0.0,52,0,0,0,0,0,0,32,0,http://echeloninsights.com/wp-content/uploads/Omnibus-August-2019_Dem-Primary.pdf
US,Echelon Insights,-,479  rv,2019-08-21 00:00:00,0.0,55,0,0,0,0,35,0,0,0,http://echeloninsights.com/wp-content/uploads/Omnibus-August-2019_Dem-Primary.pdf
US,Harris Insights & Analytics,C+,1326  rv,2019-08-21 00:00:00,0.0,28,0,2,4,1,17,1,10,2,https://docs.google.com/spreadsheets/d/e/2PACX-1vSpkfBpgfuh3VYa9EFn4XoRZGPHc94ZOg1lr6LX01cnFO-XrgKgfbgYGo8r6RbNptJ-cHANcIN0R4a4/pubhtml/sheet?headers=false&gid=0
New Jersey,Change Research,C,635  lv,2019-08-20 00:00:00,1.1,26,0,5,12,0,21,1,23,1,https://www.changeresearch.com/new-jersey-poll-august-16-20-2019
US,Monmouth University,A+,298  rv,2019-08-20 00:00:00,0.0,19,0,4,4,1,20,0,20,3,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_082619.pdf/
US,YouGov,B-,559  lv,2019-08-20 00:00:00,0.0,22,0,2,7,0,19,0,17,1,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/u4gcv1suy6/econTabReport.pdf
US,Harris Insights & Analytics,C+,1335  rv,2019-08-20 00:00:00,0.0,28,0,3,4,1,17,1,9,2,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ3xkVPbuzVLmkZ3cSkrGQZ49ZufaSgYmxYl3u28SXsei00hlSy-tIrsj3-t-aWh-kApfJDCiGM9MMO/pubhtml/sheet?headers=false&gid=0
Colorado,Emerson College,B-,403  lv,2019-08-19 00:00:00,1.3,25,0,2,5,0,26,0,20,4,http://emersonpolling.com/2019/08/20/colorado-2020-sanders-biden-and-warren-lead-democratic-field-democrats-look-to-gain-senate-seat/
US,Harris Insights & Analytics,C+,1341  rv,2019-08-19 00:00:00,0.0,27,0,3,3,1,17,1,9,2,https://docs.google.com/spreadsheets/d/e/2PACX-1vT6RgR2fUNV_Ft7PmKzRmwVq5R7hL-BxFPlNUv9W5MFPp_gqqbn3lABw511M7ysJVS8HXMxQZCfitnd/pubhtml/sheet?headers=false&gid=0
US,Swayable,-,1958  lv,2019-08-06 00:00:00,0.0,31,0,3,5,1,17,0,15,2,https://swayable.com/insights/primaries2019
US,Swayable,-,4016  a,2019-08-06 00:00:00,0.0,27,0,3,4,1,20,0,12,2,https://swayable.com/insights/primaries2019
US,Harris Insights & Analytics,C+,1350  rv,2019-08-18 00:00:00,0.0,26,0,2,4,1,17,1,10,2,https://scottrasmussen.com/3-day-dems-voting-for-trends/
US,SSRS,A/B,402  rv,2019-08-18 00:00:00,0.0,29,0,2,5,1,15,1,14,1,https://cdn.cnn.com/cnn/2019/images/08/19/rel9a.-.democrats.2020.pdf
US,Harris Insights & Analytics,C+,909  rv,2019-08-18 00:00:00,0.0,0,0,0,0,0,0,0,33,0,https://scottrasmussen.com/crosstabs-aug-16-18-two-day-totals/
US,Harris Insights & Analytics,C+,909  rv,2019-08-18 00:00:00,0.0,0,0,0,0,0,43,0,37,0,https://scottrasmussen.com/crosstabs-aug-16-18-two-day-totals/
US,Harris Insights & Analytics,C+,909  rv,2019-08-18 00:00:00,0.0,0,0,0,0,0,42,0,0,0,https://scottrasmussen.com/crosstabs-aug-16-18-two-day-totals/
US,Harris Insights & Analytics,C+,909  rv,2019-08-18 00:00:00,0.0,39,0,0,0,0,0,0,41,0,https://scottrasmussen.com/crosstabs-aug-16-18-two-day-totals/
US,Harris Insights & Analytics,C+,909  rv,2019-08-18 00:00:00,0.0,42,0,0,0,0,0,0,0,0,https://scottrasmussen.com/crosstabs-aug-16-18-two-day-totals/
US,Harris Insights & Analytics,C+,909  rv,2019-08-18 00:00:00,0.0,44,0,0,0,0,38,0,0,0,https://scottrasmussen.com/crosstabs-aug-16-18-two-day-totals/
US,Morning Consult,B+,17115  lv,2019-08-18 00:00:00,0.0,31,0,3,5,1,20,1,15,3,https://morningconsult.com/2020-democratic-primary/
US,Harris Insights & Analytics,C+,1350  rv,2019-08-17 00:00:00,0.0,26,0,3,4,1,16,1,11,2,https://scottrasmussen.com/3-day-dems-voting-for-trends/
Nevada,Gravis Marketing,C+,382  rv,2019-08-16 00:00:00,1.0,25,0,3,5,2,10,6,15,2,http://orlando-politics.com/wp-content/uploads/2019/08/Nevada-General-and-Democratic-Caucus-August-16-2019.pdf
US,Harris Insights & Analytics,C+,3118  rv,2019-08-16 00:00:00,0.0,29,0,2,4,1,15,1,11,2,https://docs.google.com/spreadsheets/d/e/2PACX-1vT62_Q_LqzJnHPcihzY-4KloC-pX6nQqloVcb-d1nPkTqknRPNOH2fqPhxASRUGWo1OaK0TxEqzFBdj/pubhtml/sheet?headers=false&gid=0
US,Harris Insights & Analytics,C+,1317  rv,2019-08-16 00:00:00,0.0,27,0,2,4,1,16,1,12,2,https://docs.google.com/spreadsheets/d/e/2PACX-1vR4u8p1FyRDkBaH5T2lzzPbFSP8EwJwGeeftLnEvqTBHvCKafQSK4ZYmmREfk3FgKak86J6YjTNADHq/pubhtml/sheet?headers=false&gid=0
US,Harris Insights & Analytics,C+,1336  rv,2019-08-15 00:00:00,0.0,28,0,2,3,1,14,1,12,3,https://docs.google.com/spreadsheets/d/e/2PACX-1vSwQ21LM6gfLgTNdctbfauyKqMhCIO0RxhNiIi3G3oPwOS2YF_bgOAZxSIfy_g6CIQi7jKnExKZL6Yl/pubhtml/sheet?headers=false&gid=0
US,Harris Insights & Analytics,C+,1342  rv,2019-08-14 00:00:00,0.0,29,0,2,3,1,14,1,11,3,https://docs.google.com/spreadsheets/d/e/2PACX-1vQk2yljF5Ia5pxnu91watOfDsZDpi0PA-x3gu7iyN28bFg2tGJ42EGwDColF6wT57ge81N_OJxQpldj/pubhtml/sheet?headers=false&gid=0
US,Fox News/Beacon Research/Shaw & Co. Research,A-,483  lv,2019-08-13 00:00:00,0.0,31,0,3,3,2,10,1,20,3,https://www.foxnews.com/politics/fox-news-poll-8-15
US,YouGov,B-,592  lv,2019-08-13 00:00:00,0.0,21,0,2,5,1,16,1,20,1,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/mujbtdyiti/econTabReport.pdf
US,Harris Insights & Analytics,C+,1350  rv,2019-08-13 00:00:00,0.0,28,0,2,3,1,15,1,10,2,https://docs.google.com/spreadsheets/d/e/2PACX-1vRdu6xxpLMi9r7uuEiVEIFaPAKPol47_v7tu8eZD9FpwYnYgEdbSsHOTGeJI7Xr0n39csLXIiX412Eu/pubhtml/sheet?headers=false&gid=0
South Carolina,Change Research,C,521  lv,2019-08-12 00:00:00,0.0,36,0,4,5,1,16,1,17,1,https://www.postandcourier.com/politics/biden-keeps-large-lead-in-sc-s-democratic-presidential-primary/article_d5064164-be11-11e9-8de3-03c1577ccfa6.html
US,Harris Insights & Analytics,C+,1346  rv,2019-08-12 00:00:00,0.0,30,0,2,5,1,16,1,10,2,https://docs.google.com/spreadsheets/d/e/2PACX-1vQvPtDcv8S1TFz2d1vllhlybZUVkn55iWj9EFixFO6V6aMsESwAnHclB0xW6aDK8-icNduc9c5eYf3_/pubhtml/sheet?headers=false&gid=0
Iowa,Change Research,C,621  lv,2019-08-11 00:00:00,0.0,17,0,3,13,2,17,2,28,1,https://www.changeresearch.com/iowa-poll-august-9-11-2019
Wisconsin,Change Research,C,626  lv,2019-08-11 00:00:00,0.1,20,0,1,9,2,24,1,29,2,https://crooked.com/articles/pollercoaster-2020-wisconsin/
US,Morning Consult,B+,17117  lv,2019-08-11 00:00:00,0.0,33,0,3,5,1,20,1,14,2,https://morningconsult.com/2020-democratic-primary/
US,Harris Insights & Analytics,C+,1350  rv,2019-08-11 00:00:00,0.0,30,0,2,5,1,17,1,9,2,https://scottrasmussen.com/3-day-dems-voting-for-trends/
US,Harris Insights & Analytics,C+,451  rv,2019-08-10 00:00:00,0.0,31,0,1,4,2,16,1,10,1,https://thehill.com/hilltv/what-americas-thinking/457430-biden-sanders-warren-support-dips-in-new-poll
US,Harris Insights & Analytics,C+,1350  rv,2019-08-10 00:00:00,0.0,31,0,2,5,1,15,1,9,2,https://scottrasmussen.com/3-day-dems-voting-for-trends/
US,Harris Insights & Analytics,C+,3088  rv,2019-08-09 00:00:00,0.0,28,0,3,3,1,16,1,10,1,https://docs.google.com/spreadsheets/d/e/2PACX-1vT-hjbkb0DH44WP2BkHSrTPVvzppzW_aeB1ZqfWP8kziPF5aZGL94tB8jNTCCv1ndWT8X69H6MT6is2/pubhtml/sheet?headers=false&gid=0
US,Harris Insights & Analytics,C+,1318  rv,2019-08-09 00:00:00,0.0,29,0,3,4,1,15,1,8,1,https://docs.google.com/spreadsheets/d/e/2PACX-1vQc3FmUpQRO92VtUBe1VNODic_Huv9l3SHwAZIFvRbksbBQYAu4LaOeGTKUPghZ1trAANehATUkImk8/pubhtml/sheet?headers=false&gid=0
Nevada,Change Research,C,439  lv,2019-08-08 00:00:00,0.9,26,0,0,7,1,22,3,23,1,https://www.changeresearch.com/nevada-poll-august-2-8-2019
US,Harris Insights & Analytics,C+,1316  rv,2019-08-08 00:00:00,0.0,27,0,3,4,1,15,1,9,1,https://docs.google.com/spreadsheets/d/e/2PACX-1vTUihhcVuK6hILjjt6Yw4lyXSz4XYo4RRuSW4dba49_exGeWkL1tSBd_tfMTZzR_DMeJ2hm0dvxzxKP/pubhtml/sheet?headers=false&gid=0
US,Harris Insights & Analytics,C+,1319  rv,2019-08-07 00:00:00,0.0,25,0,3,4,1,17,1,11,1,https://docs.google.com/spreadsheets/d/e/2PACX-1vT8Q4jaJVZrQsNMpFYM-g9TSQJNVZCqLVfmHRfAfjS2uGcw0SGKM_dYje9wkJJk0AxJleCvo0bckVuF/pubhtml/sheet?headers=false&gid=0
New Hampshire,Gravis Marketing,C+,250  lv,2019-08-06 00:00:00,0.8,15,0,0,8,4,21,4,12,4,http://orlando-politics.com/wp-content/uploads/2019/08/New-Hampshire-August-8-2019-v2.pdf
US,YouGov,B-,573  lv,2019-08-06 00:00:00,0.0,22,0,1,8,0,13,1,16,2,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7jv630mjdk/econTabReport.pdf
US,Harris Insights & Analytics,C+,1319  rv,2019-08-06 00:00:00,0.0,25,0,3,3,1,17,1,11,1,https://docs.google.com/spreadsheets/d/e/2PACX-1vQ_BOdzRDxC7dcvuFr9bmczzMkVKAAAUh3t87P7JTErNX6ULAFQC3NXm2h_vXU75A8x6ejgbIcIcnj8/pubhtml/sheet?headers=false&gid=0
North Carolina,SurveyUSA,A,534  lv,2019-08-05 00:00:00,0.4,36,0,1,5,0,15,0,13,1,http://www.surveyusa.com/client/PollReport.aspx?g=29ae3168-9e12-474f-a207-f9a662509d55
California,SurveyUSA,A,528  lv,2019-08-05 00:00:00,0.0,25,0,1,6,0,18,0,21,1,http://www.surveyusa.com/client/PollReport.aspx?g=949b0f46-a4a4-4480-b675-711e9d6fd657
US,SurveyUSA,A,999  lv,2019-08-05 00:00:00,0.0,33,0,1,8,1,20,0,19,0,http://www.surveyusa.com/client/PollReport.aspx?g=1736552c-4e9a-461e-ba78-2cc6729082fd
US,Ipsos,B+,1023  rv,2019-08-05 00:00:00,0.0,25,0,3,5,1,20,0,10,2,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-08/topline_reuters_democratic_horserace_08_06_2019.pdf
US,Quinnipiac University,A,807  rv,2019-08-05 00:00:00,0.0,32,0,2,5,1,14,0,21,1,https://poll.qu.edu/national/release-detail?ReleaseID=3637
US,Ipsos,B+,1258  a,2019-08-05 00:00:00,0.0,22,0,3,4,1,18,0,9,2,https://graphics.reuters.com/USA-ELECTION-POLL/0100B05G09P/index.html
US,Harris Insights & Analytics,C+,1339  rv,2019-08-05 00:00:00,0.0,27,0,3,2,1,16,1,11,2,https://docs.google.com/spreadsheets/d/e/2PACX-1vSVetctSpLRFECuXGpU24Zq51Cp_Tzy1pCpjuC4f_oWXSkrANdxYTuuNnEcYylhpAx6sEz0alWBslzT/pubhtml/sheet?headers=false&gid=0
US,Pew Research Center,B/C,1757  rv,2019-08-04 00:00:00,0.1,26,0,1,5,1,12,0,16,1,https://www.people-press.org/wp-content/uploads/sites/4/2019/08/PP_2019.08.16_Trump-and-the-Democratic-Primary_FINAL.pdf
US,Public Policy Polling,B,588  v,2019-08-04 00:00:00,1.6,36,0,4,4,2,12,0,13,2,https://www.publicpolicypolling.com/wp-content/uploads/2019/08/NationalPollMemoAugust2019.pdf
US,Change Research,C,1450  lv,2019-08-04 00:00:00,0.0,23,0,2,9,1,23,0,26,2,https://www.changeresearch.com/post-debate-poll-august-2-4-2019
Iowa,Monmouth University,A+,401  lv,2019-08-04 00:00:00,0.0,28,0,1,8,3,9,3,19,2,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_ia_080819.pdf/
Pennsylvania,Franklin & Marshall College,B/C,295  rv,2019-08-04 00:00:00,0.0,28,0,2,6,0,12,0,21,0,https://www.fandm.edu/uploads/files/366978281722999151-f-m-poll-release-august-2019.pdf
Texas,University of Texas at Tyler,B/C,534  rv,2019-08-04 00:00:00,0.0,24,0,2,5,0,18,1,10,2,https://www.uttyler.edu/politicalscience/files/pollingcenter/postdebatesummary.pdf
New Hampshire,Suffolk University,A-,500  lv,2019-08-04 00:00:00,0.0,21,0,1,6,1,17,1,14,1,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/new-hampshire/2019/8_6_2019_marginals_pdftxt.pdf
US,Morning Consult,B+,9845  lv,2019-08-04 00:00:00,0.0,33,0,3,6,1,19,1,15,2,https://morningconsult.com/2020-democratic-primary/
US,Harris Insights & Analytics,C+,1350  rv,2019-08-04 00:00:00,0.0,28,0,3,3,1,14,1,9,2,https://scottrasmussen.com/3-day-dems-voting-for-trends/
Texas,Emerson College,B-,400  lv,2019-08-03 00:00:00,0.2,28,0,2,7,0,16,0,14,3,http://emersonpolling.com/2019/08/06/dallas-morning-news-emerson-poll-biden-leads-orourke-in-texas-presidential-primary-race-against-sen-john-cornyn-wide-open/
US,Harris Insights & Analytics,C+,1350  rv,2019-08-03 00:00:00,0.0,29,0,3,3,1,16,1,9,2,https://scottrasmussen.com/3-day-dems-voting-for-trends/
US,Harris Insights & Analytics,C+,1350  rv,2019-08-02 00:00:00,0.0,29,0,3,4,1,17,1,9,2,https://scottrasmussen.com/3-day-dems-voting-for-trends/
US,Harris Insights & Analytics,C+,914  rv,2019-08-02 00:00:00,0.0,28,0,3,3,1,16,1,8,2,https://docs.google.com/spreadsheets/d/e/2PACX-1vSFOGwKP-zo-s_2vLo0oUdvbGlNmF0RvCC0wqfCBOwGfHl6VftiyLP4-lgs9ZzO-GcOzOF-2UE2pJpj/pubhtml/sheet?headers=false&gid=0
Washington,Zogby Interactive/JZ Analytics,C,619  lv,2019-08-01 00:00:00,0.9,19,0,1,5,1,18,0,14,2,https://247wallst.com/special-report/2019/08/07/24-7-wall-st-zogby-analytics-battleground-state-poll-biden-warren-and-sanders-neck-and-neck-in-washington-state/2/
US,IBD/TIPP,A/B,350  rv,2019-08-01 00:00:00,0.0,30,0,2,6,1,12,0,17,0,https://projects.fivethirtyeight.com/polls/20190806_National.pdf
US,Harris Insights & Analytics,C+,585  rv,2019-08-01 00:00:00,0.0,34,0,2,4,1,17,1,8,1,https://harvardharrispoll.com/wp-content/uploads/2019/08/HHP_July2019_Topline_RegisteredVoters_r1.pdf
US,Harris Insights & Analytics,C+,896  rv,2019-08-01 00:00:00,0.0,30,0,3,4,1,18,1,9,1,https://docs.google.com/spreadsheets/d/e/2PACX-1vS2WQnlJUxcvqRvuqDYlQIBcCF1qUoeL87da_ilOVDbCbGodKB5Gc5YD0ZazTtike9E7-Mw05cpr_mL/pubhtml/sheet?headers=false&gid=0
US,Harris Insights & Analytics,C+,867  rv,2019-07-31 00:00:00,0.0,30,0,2,5,1,17,1,8,1,https://docs.google.com/spreadsheets/d/e/2PACX-1vRaL7ES4opq7NIaS19kmVrXpYqN0C9d3HdFoT6WYVIeV-wkvnLg3hBx7jt-NbcxNWUG7sTJnZt2H0Y6/pubhtml/sheet?headers=false&gid=0
California,Capitol Weekly,-,739  lv,2019-07-31 00:00:00,0.0,21,0,1,8,1,15,0,24,2,https://public.tableau.com/profile/capitol.weekly#!/vizhome/2020PrimaryTrackingSurvey_15626518585990/CA120POLLSTORY
US,YouGov,B-,629  lv,2019-07-30 00:00:00,0.0,26,0,2,5,1,13,0,18,1,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hash0nbry8/econTabReport.pdf
US,Harris Insights & Analytics,C+,868  rv,2019-07-30 00:00:00,0.0,30,0,2,3,1,15,1,8,1,https://scottrasmussen.com/crosstabs-july-28-30/
Illinois,Victory Research,B/C,1200  lv,2019-07-29 00:00:00,0.1,36,0,1,9,2,15,1,13,0,https://projects.fivethirtyeight.com/polls/20190730_IL.pdf
US,Emerson College,B-,520  lv,2019-07-29 00:00:00,0.0,33,0,0,6,0,20,2,14,2,http://emersonpolling.com/2019/07/29/july-national-poll-biden-extends-support-while-bernie-bounces-back/
US,Harris Insights & Analytics,C+,884  rv,2019-07-29 00:00:00,0.0,32,0,1,3,1,15,2,9,1,https://scottrasmussen.com/crosstabs-july-27-29/
US,GQR Research (GQRR),C+,471  lv,2019-07-28 00:00:00,0.1,31,0,1,8,2,22,0,15,1,https://democracycorps.com/wp-content/uploads/2019/08/Dcorps_July-National-Poll-072819-FQ-1.pdf
US,McLaughlin & Associates,C/D,468  lv,2019-07-28 00:00:00,0.0,28,0,3,3,0,15,1,9,2,https://mclaughlinonline.com/pols/wp-content/uploads/2019/07/National-Monthly-Omnibus-July-Release-1.pdf
US,Morning Consult,B+,16959  lv,2019-07-28 00:00:00,0.0,33,0,3,5,1,18,1,13,2,https://morningconsult.com/2020-democratic-primary/
US,Harris Insights & Analytics,C+,444  rv,2019-07-28 00:00:00,0.0,34,0,1,5,1,20,1,12,1,https://thehill.com/hilltv/what-americas-thinking/455198-biden-extends-lead-sanders-warren-see-support-grow-in-new-poll
US,Quinnipiac University,A,579  rv,2019-07-28 00:00:00,0.0,34,0,1,6,1,11,0,15,2,https://poll.qu.edu/national/release-detail?ReleaseID=3635
Oklahoma,SoonerPoll.com,B/C,152  lv,2019-07-27 00:00:00,0.1,26,0,2,6,1,5,0,12,0,https://nondoc-wpengine.netdna-ssl.com/wp-content/uploads/2019/08/Q2_Final_SoonerPoll2019.pdf
US,Echelon Insights,-,510  rv,2019-07-27 00:00:00,0.0,58,0,0,0,0,29,0,0,0,http://echeloninsights.com/wp-content/uploads/Omnibus-July-2019_Dem-Primary-1.pdf
US,Echelon Insights,-,510  rv,2019-07-27 00:00:00,0.0,56,0,0,0,0,0,0,0,0,http://echeloninsights.com/wp-content/uploads/Omnibus-July-2019_Dem-Primary-1.pdf
US,Echelon Insights,-,510  rv,2019-07-27 00:00:00,0.0,54,0,0,0,0,0,0,35,0,http://echeloninsights.com/wp-content/uploads/Omnibus-July-2019_Dem-Primary-1.pdf
US,Echelon Insights,-,510  rv,2019-07-27 00:00:00,0.0,33,0,1,5,0,14,0,10,1,http://echeloninsights.com/wp-content/uploads/Omnibus-July-2019_Dem-Primary-1.pdf
Texas,University of Texas at Tyler,B/C,554  rv,2019-07-27 00:00:00,0.0,19,0,1,2,0,14,0,9,0,https://www.uttyler.edu/politicalscience/files/pollingcenter/texassurveyjuly2019a.pdf
US,Change Research,C,1204  lv,2019-07-26 00:00:00,0.0,20,0,1,9,3,20,0,22,3,https://www.changeresearch.com/pre-debate-poll-july-23-26-2019
South Carolina,Optimus,C/D,554  lv,2019-07-25 00:00:00,0.1,31,0,2,4,0,9,0,12,1,https://firehousestrategies.com/analysis/exclusive-survey-early-state-democrats-moving-left/
New Hampshire,Optimus,C/D,587  lv,2019-07-25 00:00:00,0.1,22,0,1,8,0,13,0,16,1,https://firehousestrategies.com/analysis/exclusive-survey-early-state-democrats-moving-left/
Iowa,Optimus,C/D,630  lv,2019-07-25 00:00:00,0.1,23,0,2,7,0,11,0,23,0,https://firehousestrategies.com/analysis/exclusive-survey-early-state-democrats-moving-left/
US,USC Dornsife/LA Times,B/C,1827  lv,2019-07-25 00:00:00,0.0,28,0,1,5,1,11,0,10,1,https://drive.google.com/file/d/1xmuVJHXBGt5r-pXn9JO6sFPS_GYfZKfD/view
