race,state,modeldate,candidate_name,startdate,enddate,pollster,samplesize,population,weight,influence,pct,house_adjusted_pct,trend_and_house_adjusted_pct,poll_id,question_id
2020D,National,1/27/20,Deval Patrick,1/19/20,1/21/20,YouGov,470,lv,0.6687463,0.613907,0,0.0753393,,63323,115970
2020D,National,1/27/20,John K. Delaney,1/19/20,1/21/20,YouGov,470,lv,0.6687463,0.6303073,0,-0.1320303,,63323,115970
2020D,National,1/27/20,Amy Klobuchar,1/19/20,1/21/20,YouGov,470,lv,0.6687463,0.613907,4,4.181932,,63323,115970
2020D,National,1/27/20,Michael Bloomberg,1/19/20,1/21/20,YouGov,470,lv,0.6687463,0.613907,6,7.457029,,63323,115970
2020D,National,1/27/20,Elizabeth Warren,1/19/20,1/21/20,YouGov,470,lv,0.6687463,0.613907,21,17.76663,,63323,115970
2020D,National,1/27/20,Bernard Sanders,1/19/20,1/21/20,YouGov,470,lv,0.6687463,0.613907,18,18.09666,,63323,115970
2020D,National,1/27/20,Joseph R. Biden Jr.,1/19/20,1/21/20,YouGov,470,lv,0.6687463,0.613907,28,28.53113,,63323,115970
2020D,California,1/27/20,Pete Buttigieg,10/1/19,10/14/19,Capitol Weekly,590,lv,0.6686064,0,6,3.718629,5.148708,60094,104535
2020D,California,1/27/20,Tulsi Gabbard,10/1/19,10/14/19,Capitol Weekly,590,lv,0.6686064,0,2,1.579851,1.715293,60094,104535
2020D,California,1/27/20,Andrew Yang,10/1/19,10/14/19,Capitol Weekly,590,lv,0.6686064,0,3,2.923221,4.294423,60094,104535
2020D,California,1/27/20,Tom Steyer,10/1/19,10/14/19,Capitol Weekly,590,lv,0.6686064,0,1,1.166069,2.645804,60094,104535
2020D,California,1/27/20,John K. Delaney,10/1/19,10/14/19,Capitol Weekly,590,lv,0.6686064,0,0,-0.0452427,-0.1228846,60094,104535
2020D,California,1/27/20,Amy Klobuchar,10/1/19,10/14/19,Capitol Weekly,590,lv,0.6686064,0,1,0.4307167,1.768288,60094,104535
2020D,California,1/27/20,Elizabeth Warren,10/1/19,10/14/19,Capitol Weekly,590,lv,0.6686064,0,35,30.81802,22.04626,60094,104535
2020D,California,1/27/20,Bernard Sanders,10/1/19,10/14/19,Capitol Weekly,590,lv,0.6686064,0,15,14.81968,20.0916,60094,104535
2020D,California,1/27/20,Joseph R. Biden Jr.,10/1/19,10/14/19,Capitol Weekly,590,lv,0.6686064,0,21,22.6506,22.96111,60094,104535
2020D,National,1/27/20,Michael F. Bennet,8/22/19,8/30/19,IBD/TIPP,360,rv,0.6680045,0,0,0.1684097,,59475,102083
2020D,National,1/27/20,Pete Buttigieg,8/22/19,8/30/19,IBD/TIPP,360,rv,0.6680045,0,5,4.61368,,59475,102083
2020D,National,1/27/20,Tulsi Gabbard,8/22/19,8/30/19,IBD/TIPP,360,rv,0.6680045,0,0,0.369088,,59475,102083
2020D,National,1/27/20,Andrew Yang,8/22/19,8/30/19,IBD/TIPP,360,rv,0.6680045,0,1,1.420799,,59475,102083
2020D,National,1/27/20,Tom Steyer,8/22/19,8/30/19,IBD/TIPP,360,rv,0.6680045,0,0,0.081951,,59475,102083
2020D,National,1/27/20,John K. Delaney,8/22/19,8/30/19,IBD/TIPP,360,rv,0.6680045,0,0,0.0829158,,59475,102083
2020D,National,1/27/20,Amy Klobuchar,8/22/19,8/30/19,IBD/TIPP,360,rv,0.6680045,0,1,1.053955,,59475,102083
2020D,National,1/27/20,Elizabeth Warren,8/22/19,8/30/19,IBD/TIPP,360,rv,0.6680045,0,24,21.84224,,59475,102083
2020D,National,1/27/20,Bernard Sanders,8/22/19,8/30/19,IBD/TIPP,360,rv,0.6680045,0,12,14.03004,,59475,102083
2020D,National,1/27/20,Joseph R. Biden Jr.,8/22/19,8/30/19,IBD/TIPP,360,rv,0.6680045,0,28,27.75074,,59475,102083
2020D,National,1/27/20,Michael F. Bennet,10/21/19,10/27/19,Morning Consult,15431,lv,0.667266,0,1,0.6168683,,62503,112378
2020D,National,1/27/20,Pete Buttigieg,10/21/19,10/27/19,Morning Consult,15431,lv,0.667266,0,7,7.006294,,62503,112378
2020D,National,1/27/20,Tulsi Gabbard,10/21/19,10/27/19,Morning Consult,15431,lv,0.667266,0,2,1.849385,,62503,112378
2020D,National,1/27/20,Andrew Yang,10/21/19,10/27/19,Morning Consult,15431,lv,0.667266,0,3,2.709178,,62503,112378
2020D,National,1/27/20,Tom Steyer,10/21/19,10/27/19,Morning Consult,15431,lv,0.667266,0,1,0.4540243,,62503,112378
2020D,National,1/27/20,John K. Delaney,10/21/19,10/27/19,Morning Consult,15431,lv,0.667266,0,1,0.412769,,62503,112378
2020D,National,1/27/20,Amy Klobuchar,10/21/19,10/27/19,Morning Consult,15431,lv,0.667266,0,2,2.034009,,62503,112378
2020D,National,1/27/20,Elizabeth Warren,10/21/19,10/27/19,Morning Consult,15431,lv,0.667266,0,20,20.45174,,62503,112378
2020D,National,1/27/20,Bernard Sanders,10/21/19,10/27/19,Morning Consult,15431,lv,0.667266,0,20,16.37893,,62503,112378
2020D,National,1/27/20,Joseph R. Biden Jr.,10/21/19,10/27/19,Morning Consult,15431,lv,0.667266,0,32,27.49254,,62503,112378
2020D,National,1/27/20,Michael F. Bennet,12/30/19,1/5/20,Morning Consult,17213,lv,0.6671742,0.1626296,1,0.6168683,,63225,115420
2020D,National,1/27/20,Pete Buttigieg,12/30/19,1/5/20,Morning Consult,17213,lv,0.6671742,0.1626296,8,8.006643,,63225,115420
2020D,National,1/27/20,Tulsi Gabbard,12/30/19,1/5/20,Morning Consult,17213,lv,0.6671742,0.1626296,2,1.849385,,63225,115420
2020D,National,1/27/20,Andrew Yang,12/30/19,1/5/20,Morning Consult,17213,lv,0.6671742,0.1626296,4,3.683719,,63225,115420
2020D,National,1/27/20,Tom Steyer,12/30/19,1/5/20,Morning Consult,17213,lv,0.6671742,0.1626296,4,3.267899,,63225,115420
2020D,National,1/27/20,Deval Patrick,12/30/19,1/5/20,Morning Consult,17213,lv,0.6671742,0.1626296,0,0.3218824,,63225,115420
2020D,National,1/27/20,John K. Delaney,12/30/19,1/5/20,Morning Consult,17213,lv,0.6671742,0.1569356,1,0.412769,,63225,115420
2020D,National,1/27/20,Amy Klobuchar,12/30/19,1/5/20,Morning Consult,17213,lv,0.6671742,0.1626296,3,3.037404,,63225,115420
2020D,National,1/27/20,Michael Bloomberg,12/30/19,1/5/20,Morning Consult,17213,lv,0.6671742,0.1626296,7,6.598639,,63225,115420
2020D,National,1/27/20,Elizabeth Warren,12/30/19,1/5/20,Morning Consult,17213,lv,0.6671742,0.1626296,14,14.38538,,63225,115420
2020D,National,1/27/20,Bernard Sanders,12/30/19,1/5/20,Morning Consult,17213,lv,0.6671742,0.1626296,23,19.1367,,63225,115420
2020D,National,1/27/20,Joseph R. Biden Jr.,12/30/19,1/5/20,Morning Consult,17213,lv,0.6671742,0.1626296,31,26.54651,,63225,115420
2020D,Texas,1/27/20,Michael F. Bennet,5/29/19,6/4/19,Quinnipiac University,407,rv,0.6667899,0,0,-0.0783358,0.1394022,58198,94776
2020D,Texas,1/27/20,Pete Buttigieg,5/29/19,6/4/19,Quinnipiac University,407,rv,0.6667899,0,3,2.62128,2.887909,58198,94776
2020D,Texas,1/27/20,Tulsi Gabbard,5/29/19,6/4/19,Quinnipiac University,407,rv,0.6667899,0,0,0.1903479,0.6961398,58198,94776
2020D,Texas,1/27/20,Andrew Yang,5/29/19,6/4/19,Quinnipiac University,407,rv,0.6667899,0,1,1.140298,4.139555,58198,94776
2020D,Texas,1/27/20,John K. Delaney,5/29/19,6/4/19,Quinnipiac University,407,rv,0.6667899,0,2,2.192907,2.108537,58198,94776
2020D,Texas,1/27/20,Amy Klobuchar,5/29/19,6/4/19,Quinnipiac University,407,rv,0.6667899,0,0,-0.109537,1.385063,58198,94776
2020D,Texas,1/27/20,Elizabeth Warren,5/29/19,6/4/19,Quinnipiac University,407,rv,0.6667899,0,11,9.813896,13.28923,58198,94776
2020D,Texas,1/27/20,Bernard Sanders,5/29/19,6/4/19,Quinnipiac University,407,rv,0.6667899,0,15,16.23916,20.56199,58198,94776
2020D,Texas,1/27/20,Joseph R. Biden Jr.,5/29/19,6/4/19,Quinnipiac University,407,rv,0.6667899,0,30,29.67055,25.01406,58198,94776
2020D,South Carolina,1/27/20,Andrew Yang,3/31/19,4/4/19,Change Research,744,lv,0.6657559,0,1,0.8283029,3.575098,57837,94001
2020D,National,1/27/20,Michael F. Bennet,11/4/19,11/10/19,Morning Consult,16400,lv,0.6651637,0,1,0.6168683,,62605,112901
2020D,National,1/27/20,Pete Buttigieg,11/4/19,11/10/19,Morning Consult,16400,lv,0.6651637,0,8,8.006643,,62605,112901
2020D,National,1/27/20,Tulsi Gabbard,11/4/19,11/10/19,Morning Consult,16400,lv,0.6651637,0,1,0.8651938,,62605,112901
2020D,National,1/27/20,Andrew Yang,11/4/19,11/10/19,Morning Consult,16400,lv,0.6651637,0,3,2.709178,,62605,112901
2020D,National,1/27/20,Tom Steyer,11/4/19,11/10/19,Morning Consult,16400,lv,0.6651637,0,1,0.4540243,,62605,112901
2020D,National,1/27/20,John K. Delaney,11/4/19,11/10/19,Morning Consult,16400,lv,0.6651637,0,1,0.412769,,62605,112901
2020D,National,1/27/20,Amy Klobuchar,11/4/19,11/10/19,Morning Consult,16400,lv,0.6651637,0,2,2.034009,,62605,112901
2020D,National,1/27/20,Elizabeth Warren,11/4/19,11/10/19,Morning Consult,16400,lv,0.6651637,0,19,19.44174,,62605,112901
2020D,National,1/27/20,Bernard Sanders,11/4/19,11/10/19,Morning Consult,16400,lv,0.6651637,0,20,16.37893,,62605,112901
2020D,National,1/27/20,Joseph R. Biden Jr.,11/4/19,11/10/19,Morning Consult,16400,lv,0.6651637,0,32,27.49254,,62605,112901
2020D,California,1/27/20,Pete Buttigieg,12/3/19,12/7/19,Capitol Weekly,581,lv,0.6635238,0.0855414,13,9.783319,8.049599,63112,115121
2020D,California,1/27/20,Andrew Yang,12/3/19,12/7/19,Capitol Weekly,581,lv,0.6635238,0.0855414,5,4.91012,5.573369,63112,115121
2020D,California,1/27/20,Tom Steyer,12/3/19,12/7/19,Capitol Weekly,581,lv,0.6635238,0.108738,1,1.166069,1.712732,63112,115121
2020D,California,1/27/20,Amy Klobuchar,12/3/19,12/7/19,Capitol Weekly,581,lv,0.6635238,0.0855414,4,3.236505,3.870358,63112,115121
2020D,California,1/27/20,Michael Bloomberg,12/3/19,12/7/19,Capitol Weekly,581,lv,0.6635238,0.0855414,5,4.459446,7.981863,63112,115121
2020D,California,1/27/20,Elizabeth Warren,12/3/19,12/7/19,Capitol Weekly,581,lv,0.6635238,0.0855414,21,17.61209,16.7193,63112,115121
2020D,California,1/27/20,Bernard Sanders,12/3/19,12/7/19,Capitol Weekly,581,lv,0.6635238,0.0855414,19,18.79938,22.25066,63112,115121
2020D,California,1/27/20,Joseph R. Biden Jr.,12/3/19,12/7/19,Capitol Weekly,581,lv,0.6635238,0.0855414,19,20.58204,21.35511,63112,115121
2020D,National,1/27/20,Pete Buttigieg,3/18/19,3/24/19,Morning Consult,13725,lv,0.6634675,0,2,2.004311,,57750,93778
2020D,National,1/27/20,Tulsi Gabbard,3/18/19,3/24/19,Morning Consult,13725,lv,0.6634675,0,1,0.8651938,,57750,93778
2020D,National,1/27/20,John K. Delaney,3/18/19,3/24/19,Morning Consult,13725,lv,0.6634675,0,1,0.412769,,57750,93778
2020D,National,1/27/20,Amy Klobuchar,3/18/19,3/24/19,Morning Consult,13725,lv,0.6634675,0,2,2.034009,,57750,93778
2020D,National,1/27/20,Elizabeth Warren,3/18/19,3/24/19,Morning Consult,13725,lv,0.6634675,0,7,7.286083,,57750,93778
2020D,National,1/27/20,Bernard Sanders,3/18/19,3/24/19,Morning Consult,13725,lv,0.6634675,0,25,20.98974,,57750,93778
2020D,National,1/27/20,Joseph R. Biden Jr.,3/18/19,3/24/19,Morning Consult,13725,lv,0.6634675,0,35,30.3465,,57750,93778
2020D,Delaware,1/27/20,Michael F. Bennet,11/15/19,11/25/19,Data for Progress,528,lv,0.6615568,0.6615568,0,4.01E-07,0.0224347,63063,114562
2020D,Delaware,1/27/20,Pete Buttigieg,11/15/19,11/25/19,Data for Progress,528,lv,0.6615568,0.6615568,8,8,6.246909,63063,114562
2020D,Delaware,1/27/20,Tulsi Gabbard,11/15/19,11/25/19,Data for Progress,528,lv,0.6615568,0.6615568,3,3,2.646239,63063,114562
2020D,Delaware,1/27/20,Andrew Yang,11/15/19,11/25/19,Data for Progress,528,lv,0.6615568,0.6615568,1,1.000001,1.717889,63063,114562
2020D,Delaware,1/27/20,Tom Steyer,11/15/19,11/25/19,Data for Progress,528,lv,0.6615568,0.6615568,0,4.01E-07,0.7003128,63063,114562
2020D,Delaware,1/27/20,Deval Patrick,11/15/19,11/25/19,Data for Progress,528,lv,0.6615568,0.6615568,0,4.01E-07,-0.2999553,63063,114562
2020D,Delaware,1/27/20,John K. Delaney,11/15/19,11/25/19,Data for Progress,528,lv,0.6615568,0.6615568,1,1.000001,0.8984933,63063,114562
2020D,Delaware,1/27/20,Amy Klobuchar,11/15/19,11/25/19,Data for Progress,528,lv,0.6615568,0.6615568,1,1.000001,1.847016,63063,114562
2020D,Delaware,1/27/20,Michael Bloomberg,11/15/19,11/25/19,Data for Progress,528,lv,0.6615568,0.6615568,1,1.000001,4.393543,63063,114562
2020D,Delaware,1/27/20,Elizabeth Warren,11/15/19,11/25/19,Data for Progress,528,lv,0.6615568,0.6615568,11,11,9.567037,63063,114562
2020D,Delaware,1/27/20,Bernard Sanders,11/15/19,11/25/19,Data for Progress,528,lv,0.6615568,0.6615568,13,13,16.20118,63063,114562
2020D,Delaware,1/27/20,Joseph R. Biden Jr.,11/15/19,11/25/19,Data for Progress,528,lv,0.6615568,0.6615568,35,35,35.91866,63063,114562
2020D,New York,1/27/20,Michael F. Bennet,11/12/19,11/18/19,Siena College,380,rv,0.6612105,0.1161012,1,1.088559,1.124407,62685,113390
2020D,New York,1/27/20,Tom Steyer,11/12/19,11/18/19,Siena College,380,rv,0.6612105,0.1161012,0,0.3443221,1.094499,62685,113390
2020D,New York,1/27/20,Deval Patrick,11/12/19,11/18/19,Siena College,380,rv,0.6612105,0.1161012,0,0.0942348,-0.2290781,62685,113390
2020D,New York,1/27/20,John K. Delaney,11/12/19,11/18/19,Siena College,380,rv,0.6612105,0.1161012,0,0.0858704,0.0186902,62685,113390
2020D,National,1/27/20,Michael F. Bennet,7/8/19,7/14/19,Morning Consult,16504,lv,0.6600085,0,1,0.6168683,,58666,99332
2020D,National,1/27/20,Pete Buttigieg,7/8/19,7/14/19,Morning Consult,16504,lv,0.6600085,0,5,5.005549,,58666,99332
2020D,National,1/27/20,Tulsi Gabbard,7/8/19,7/14/19,Morning Consult,16504,lv,0.6600085,0,1,0.8651938,,58666,99332
2020D,National,1/27/20,Andrew Yang,7/8/19,7/14/19,Morning Consult,16504,lv,0.6600085,0,2,1.735754,,58666,99332
2020D,National,1/27/20,John K. Delaney,7/8/19,7/14/19,Morning Consult,16504,lv,0.6600085,0,1,0.412769,,58666,99332
2020D,National,1/27/20,Amy Klobuchar,7/8/19,7/14/19,Morning Consult,16504,lv,0.6600085,0,1,1.030454,,58666,99332
2020D,National,1/27/20,Elizabeth Warren,7/8/19,7/14/19,Morning Consult,16504,lv,0.6600085,0,14,14.38538,,58666,99332
2020D,National,1/27/20,Bernard Sanders,7/8/19,7/14/19,Morning Consult,16504,lv,0.6600085,0,19,15.46568,,58666,99332
2020D,National,1/27/20,Joseph R. Biden Jr.,7/8/19,7/14/19,Morning Consult,16504,lv,0.6600085,0,32,27.49254,,58666,99332
2020D,National,1/27/20,Michael F. Bennet,6/17/19,6/23/19,Morning Consult,16188,lv,0.6598407,0,1,0.6168683,,58532,98262
2020D,National,1/27/20,Pete Buttigieg,6/17/19,6/23/19,Morning Consult,16188,lv,0.6598407,0,7,7.006294,,58532,98262
2020D,National,1/27/20,Tulsi Gabbard,6/17/19,6/23/19,Morning Consult,16188,lv,0.6598407,0,1,0.8651938,,58532,98262
2020D,National,1/27/20,Andrew Yang,6/17/19,6/23/19,Morning Consult,16188,lv,0.6598407,0,2,1.735754,,58532,98262
2020D,National,1/27/20,John K. Delaney,6/17/19,6/23/19,Morning Consult,16188,lv,0.6598407,0,1,0.412769,,58532,98262
2020D,National,1/27/20,Amy Klobuchar,6/17/19,6/23/19,Morning Consult,16188,lv,0.6598407,0,1,1.030454,,58532,98262
2020D,National,1/27/20,Elizabeth Warren,6/17/19,6/23/19,Morning Consult,16188,lv,0.6598407,0,13,13.37275,,58532,98262
2020D,National,1/27/20,Bernard Sanders,6/17/19,6/23/19,Morning Consult,16188,lv,0.6598407,0,19,15.46568,,58532,98262
2020D,National,1/27/20,Joseph R. Biden Jr.,6/17/19,6/23/19,Morning Consult,16188,lv,0.6598407,0,38,33.22391,,58532,98262
2020D,National,1/27/20,Michael F. Bennet,5/28/19,5/31/19,SSRS,412,rv,0.6589909,0,1,1.04613,,58171,94737
2020D,National,1/27/20,Pete Buttigieg,5/28/19,5/31/19,SSRS,412,rv,0.6589909,0,5,4.885478,,58171,94737
2020D,National,1/27/20,Tulsi Gabbard,5/28/19,5/31/19,SSRS,412,rv,0.6589909,0,1,0.9875912,,58171,94737
2020D,National,1/27/20,Andrew Yang,5/28/19,5/31/19,SSRS,412,rv,0.6589909,0,1,1.230959,,58171,94737
2020D,National,1/27/20,John K. Delaney,5/28/19,5/31/19,SSRS,412,rv,0.6589909,0,0,0.1363571,,58171,94737
2020D,National,1/27/20,Amy Klobuchar,5/28/19,5/31/19,SSRS,412,rv,0.6589909,0,2,1.769864,,58171,94737
2020D,National,1/27/20,Elizabeth Warren,5/28/19,5/31/19,SSRS,412,rv,0.6589909,0,7,7.369607,,58171,94737
2020D,National,1/27/20,Bernard Sanders,5/28/19,5/31/19,SSRS,412,rv,0.6589909,0,18,17.71212,,58171,94737
2020D,National,1/27/20,Joseph R. Biden Jr.,5/28/19,5/31/19,SSRS,412,rv,0.6589909,0,32,32.13937,,58171,94737
2020D,Iowa,1/27/20,Michael F. Bennet,9/13/19,9/17/19,Civiqs,572,lv,0.6583616,0,0,0.1874747,0.1830619,59603,102915
2020D,Iowa,1/27/20,Pete Buttigieg,9/13/19,9/17/19,Civiqs,572,lv,0.6583616,0,13,11.20469,13.9073,59603,102915
2020D,Iowa,1/27/20,Tulsi Gabbard,9/13/19,9/17/19,Civiqs,572,lv,0.6583616,0,4,3.276638,3.413271,59603,102915
2020D,Iowa,1/27/20,Andrew Yang,9/13/19,9/17/19,Civiqs,572,lv,0.6583616,0,3,3.153396,4.576254,59603,102915
2020D,Iowa,1/27/20,Tom Steyer,9/13/19,9/17/19,Civiqs,572,lv,0.6583616,0,2,2.169493,3.947101,59603,102915
2020D,Iowa,1/27/20,John K. Delaney,9/13/19,9/17/19,Civiqs,572,lv,0.6583616,0,0,0.1658501,0.0950199,59603,102915
2020D,Iowa,1/27/20,Amy Klobuchar,9/13/19,9/17/19,Civiqs,572,lv,0.6583616,0,3,3.306036,5.564742,59603,102915
2020D,Iowa,1/27/20,Elizabeth Warren,9/13/19,9/17/19,Civiqs,572,lv,0.6583616,0,24,18.9609,13.74856,59603,102915
2020D,Iowa,1/27/20,Bernard Sanders,9/13/19,9/17/19,Civiqs,572,lv,0.6583616,0,16,16.32639,21.21432,59603,102915
2020D,Iowa,1/27/20,Joseph R. Biden Jr.,9/13/19,9/17/19,Civiqs,572,lv,0.6583616,0,16,18.85709,18.99343,59603,102915
2020D,National,1/27/20,Tom Steyer,7/14/19,7/16/19,YouGov,572,lv,0.6581722,0,1,1.286933,,58677,99380
2020D,National,1/27/20,Michael F. Bennet,6/25/19,6/26/19,YouGov Blue/Data for Progress,1402,lv,0.6580608,0,0,0.2621281,,58600,98931
2020D,National,1/27/20,Pete Buttigieg,6/25/19,6/26/19,YouGov Blue/Data for Progress,1402,lv,0.6580608,0,7,6.422352,,58600,98931
2020D,National,1/27/20,Tulsi Gabbard,6/25/19,6/26/19,YouGov Blue/Data for Progress,1402,lv,0.6580608,0,1,0.9075431,,58600,98931
2020D,National,1/27/20,Andrew Yang,6/25/19,6/26/19,YouGov Blue/Data for Progress,1402,lv,0.6580608,0,2,1.638296,,58600,98931
2020D,National,1/27/20,John K. Delaney,6/25/19,6/26/19,YouGov Blue/Data for Progress,1402,lv,0.6580608,0,0,-0.2293211,,58600,98931
2020D,National,1/27/20,Amy Klobuchar,6/25/19,6/26/19,YouGov Blue/Data for Progress,1402,lv,0.6580608,0,1,1.180796,,58600,98931
2020D,National,1/27/20,Elizabeth Warren,6/25/19,6/26/19,YouGov Blue/Data for Progress,1402,lv,0.6580608,0,24,16.85511,,58600,98931
2020D,National,1/27/20,Bernard Sanders,6/25/19,6/26/19,YouGov Blue/Data for Progress,1402,lv,0.6580608,0,16,16.0644,,58600,98931
2020D,National,1/27/20,Joseph R. Biden Jr.,6/25/19,6/26/19,YouGov Blue/Data for Progress,1402,lv,0.6580608,0,30,31.59685,,58600,98931
2020D,Iowa,1/27/20,Michael F. Bennet,10/13/19,10/16/19,Emerson College,317,lv,0.6579462,0,0.9,0.9963186,1.068729,60106,104648
2020D,Iowa,1/27/20,Pete Buttigieg,10/13/19,10/16/19,Emerson College,317,lv,0.6579462,0,16.1,16.36913,17.77364,60106,104648
2020D,Iowa,1/27/20,Tulsi Gabbard,10/13/19,10/16/19,Emerson College,317,lv,0.6579462,0,2.2,1.654959,1.647578,60106,104648
2020D,Iowa,1/27/20,Andrew Yang,10/13/19,10/16/19,Emerson College,317,lv,0.6579462,0,4.6,3.320097,4.822199,60106,104648
2020D,Iowa,1/27/20,Tom Steyer,10/13/19,10/16/19,Emerson College,317,lv,0.6579462,0,2.4,2.407493,4.008745,60106,104648
2020D,Iowa,1/27/20,John K. Delaney,10/13/19,10/16/19,Emerson College,317,lv,0.6579462,0,0,-0.1334252,-0.167966,60106,104648
2020D,Iowa,1/27/20,Amy Klobuchar,10/13/19,10/16/19,Emerson College,317,lv,0.6579462,0,1.2,1.320068,2.653883,60106,104648
2020D,Iowa,1/27/20,Elizabeth Warren,10/13/19,10/16/19,Emerson College,317,lv,0.6579462,0,22.6,22.55132,15.11937,60106,104648
2020D,Iowa,1/27/20,Bernard Sanders,10/13/19,10/16/19,Emerson College,317,lv,0.6579462,0,12.5,8.823131,13.16388,60106,104648
2020D,Iowa,1/27/20,Joseph R. Biden Jr.,10/13/19,10/16/19,Emerson College,317,lv,0.6579462,0,22.8,21.83416,21.86612,60106,104648
2020D,Michigan,1/27/20,Pete Buttigieg,3/7/19,3/10/19,Emerson College,317,lv,0.6579462,0,0,0.1010527,5.126989,57656,93504
2020D,Michigan,1/27/20,Tulsi Gabbard,3/7/19,3/10/19,Emerson College,317,lv,0.6579462,0,0.2,-0.2303618,0.2433456,57656,93504
2020D,Michigan,1/27/20,Amy Klobuchar,3/7/19,3/10/19,Emerson College,317,lv,0.6579462,0,4.8,4.966071,6.303129,57656,93504
2020D,Michigan,1/27/20,Elizabeth Warren,3/7/19,3/10/19,Emerson College,317,lv,0.6579462,0,11.3,11.26427,21.18388,57656,93504
2020D,Michigan,1/27/20,Bernard Sanders,3/7/19,3/10/19,Emerson College,317,lv,0.6579462,0,23.3,18.33212,18.0078,57656,93504
2020D,Michigan,1/27/20,Joseph R. Biden Jr.,3/7/19,3/10/19,Emerson College,317,lv,0.6579462,0,39.6,38.427,35.66753,57656,93504
2020D,National,1/27/20,Michael F. Bennet,4/25/19,4/28/19,SSRS,411,rv,0.6576614,0,0,0.0404742,,57973,94280
2020D,National,1/27/20,Pete Buttigieg,4/25/19,4/28/19,SSRS,411,rv,0.6576614,0,7,6.870076,,57973,94280
2020D,National,1/27/20,Tulsi Gabbard,4/25/19,4/28/19,SSRS,411,rv,0.6576614,0,2,1.986141,,57973,94280
2020D,National,1/27/20,Andrew Yang,4/25/19,4/28/19,SSRS,411,rv,0.6576614,0,1,1.230959,,57973,94280
2020D,National,1/27/20,John K. Delaney,4/25/19,4/28/19,SSRS,411,rv,0.6576614,0,0,0.1363571,,57973,94280
2020D,National,1/27/20,Amy Klobuchar,4/25/19,4/28/19,SSRS,411,rv,0.6576614,0,2,1.769864,,57973,94280
2020D,National,1/27/20,Elizabeth Warren,4/25/19,4/28/19,SSRS,411,rv,0.6576614,0,8,8.390062,,57973,94280
2020D,National,1/27/20,Bernard Sanders,4/25/19,4/28/19,SSRS,411,rv,0.6576614,0,15,14.73496,,57973,94280
2020D,National,1/27/20,Joseph R. Biden Jr.,4/25/19,4/28/19,SSRS,411,rv,0.6576614,0,39,39.14734,,57973,94280
2020D,National,1/27/20,Pete Buttigieg,3/14/19,3/17/19,SSRS,411,rv,0.6576614,0,1,0.9204037,,57700,94284
2020D,National,1/27/20,Tulsi Gabbard,3/14/19,3/17/19,SSRS,411,rv,0.6576614,0,1,0.9875912,,57700,94284
2020D,National,1/27/20,John K. Delaney,3/14/19,3/17/19,SSRS,411,rv,0.6576614,0,0,0.1363571,,57700,94284
2020D,National,1/27/20,Amy Klobuchar,3/14/19,3/17/19,SSRS,411,rv,0.6576614,0,3,2.746737,,57700,94284
2020D,National,1/27/20,Elizabeth Warren,3/14/19,3/17/19,SSRS,411,rv,0.6576614,0,7,7.369607,,57700,94284
2020D,National,1/27/20,Bernard Sanders,3/14/19,3/17/19,SSRS,411,rv,0.6576614,0,19,18.70507,,57700,94284
2020D,National,1/27/20,Joseph R. Biden Jr.,3/14/19,3/17/19,SSRS,411,rv,0.6576614,0,28,28.13297,,57700,94284
2020D,National,1/27/20,Michael F. Bennet,10/30/19,11/3/19,Monmouth University,345,rv,0.6569877,0,0,0.1414646,,62563,112825
2020D,National,1/27/20,Pete Buttigieg,10/30/19,11/3/19,Monmouth University,345,rv,0.6569877,0,9,8.949114,,62563,112825
2020D,National,1/27/20,Tulsi Gabbard,10/30/19,11/3/19,Monmouth University,345,rv,0.6569877,0,0,0.267545,,62563,112825
2020D,National,1/27/20,Andrew Yang,10/30/19,11/3/19,Monmouth University,345,rv,0.6569877,0,3,3.14611,,62563,112825
2020D,National,1/27/20,Tom Steyer,10/30/19,11/3/19,Monmouth University,345,rv,0.6569877,0,1,1.002575,,62563,112825
2020D,National,1/27/20,John K. Delaney,10/30/19,11/3/19,Monmouth University,345,rv,0.6569877,0,0,0.2098593,,62563,112825
2020D,National,1/27/20,Amy Klobuchar,10/30/19,11/3/19,Monmouth University,345,rv,0.6569877,0,2,1.779202,,62563,112825
2020D,National,1/27/20,Elizabeth Warren,10/30/19,11/3/19,Monmouth University,345,rv,0.6569877,0,23,21.66577,,62563,112825
2020D,National,1/27/20,Bernard Sanders,10/30/19,11/3/19,Monmouth University,345,rv,0.6569877,0,20,20.55166,,62563,112825
2020D,National,1/27/20,Joseph R. Biden Jr.,10/30/19,11/3/19,Monmouth University,345,rv,0.6569877,0,23,22.87745,,62563,112825
2020D,Florida,1/27/20,Michael F. Bennet,6/7/19,6/11/19,Climate Nexus,676,rv,0.6559481,0.1111263,1,1.002106,1.27279,58537,98299
2020D,Florida,1/27/20,Pete Buttigieg,6/7/19,6/11/19,Climate Nexus,676,rv,0.6559481,0.0933241,6,6.696295,6.925463,58537,98299
2020D,Florida,1/27/20,Tulsi Gabbard,6/7/19,6/11/19,Climate Nexus,676,rv,0.6559481,0.0978829,0,0.0900479,0.5762391,58537,98299
2020D,Florida,1/27/20,Andrew Yang,6/7/19,6/11/19,Climate Nexus,676,rv,0.6559481,0.0978829,2,1.974965,5.180393,58537,98299
2020D,Florida,1/27/20,John K. Delaney,6/7/19,6/11/19,Climate Nexus,676,rv,0.6559481,0.1111263,2,1.643883,1.570546,58537,98299
